# rho,Press,Temp,cool,heat,tcool
0.000213796, 17.3452, 6.07849e06, 3.3612e-23, 0, 4.04394e17
0.000218776, 17.3452, 5.94013e06, 3.3923e-23, 0, 3.82652e17
0.000223872, 17.3452, 5.80491e06, 3.42369e-23, 0, 3.6208e17
0.000229087, 17.3452, 5.67278e06, 3.45537e-23, 0, 3.42613e17
0.000234423, 17.3452, 5.54365e06, 3.48734e-23, 0, 3.24194e17
0.000239883, 17.3452, 5.41746e06, 3.51961e-23, 0, 3.06764e17
0.000245471, 17.3452, 5.29415e06, 3.55217e-23, 0, 2.90272e17
0.000251189, 17.3452, 5.17364e06, 3.58504e-23, 0, 2.74666e17
0.00025704, 17.3452, 5.05587e06, 3.61821e-23, 0, 2.59899e17
0.000263027, 17.3452, 4.94078e06, 3.66272e-23, 0, 2.45186e17
0.000269153, 17.3452, 4.82832e06, 3.71316e-23, 0, 2.30969e17
0.000275423, 17.3452, 4.71841e06, 3.76482e-23, 0, 2.17548e17
0.000281838, 17.3452, 4.61101e06, 3.81719e-23, 0, 2.04906e17
0.000288403, 17.3452, 4.50605e06, 3.87029e-23, 0, 1.92999e17
0.000295121, 17.3452, 4.40348e06, 3.92414e-23, 0, 1.81784e17
0.000301995, 17.3452, 4.30324e06, 3.97873e-23, 0, 1.7122e17
0.00030903, 17.3452, 4.20529e06, 4.03408e-23, 0, 1.6127e17
0.000316228, 17.3452, 4.10956e06, 4.0902e-23, 0, 1.51899e17
0.000323594, 17.3452, 4.01602e06, 4.1471e-23, 0, 1.43072e17
0.000331131, 17.3452, 3.9246e06, 4.20479e-23, 0, 1.34758e17
0.000338844, 17.3452, 3.83527e06, 4.26328e-23, 0, 1.26927e17
0.000346737, 17.3452, 3.74797e06, 4.32259e-23, 0, 1.19551e17
0.000354813, 17.3452, 3.66265e06, 4.38272e-23, 0, 1.12604e17
0.000363078, 17.3452, 3.57928e06, 4.44369e-23, 0, 1.06061e17
0.000371535, 17.3452, 3.49781e06, 4.50551e-23, 0, 9.98975e16
0.000380189, 17.3452, 3.41819e06, 4.56819e-23, 0, 9.40924e16
0.000389045, 17.3452, 3.34038e06, 4.63174e-23, 0, 8.86247e16
0.000398107, 17.3452, 3.26434e06, 4.69617e-23, 0, 8.34747e16
0.00040738, 17.3452, 3.19004e06, 4.7615e-23, 0, 7.86239e16
0.000416869, 17.3452, 3.11742e06, 4.85698e-23, 0, 7.36092e16
0.00042658, 17.3452, 3.04646e06, 4.96877e-23, 0, 6.87147e16
0.000436516, 17.3452, 2.97712e06, 5.08451e-23, 0, 6.41283e16
0.000446684, 17.3452, 2.90935e06, 5.20294e-23, 0, 5.9848e16
0.000457088, 17.3452, 2.84312e06, 5.32413e-23, 0, 5.58534e16
0.000467735, 17.3452, 2.77841e06, 5.49786e-23, 0, 5.16541e16
0.00047863, 17.3452, 2.71516e06, 5.7019e-23, 0, 4.75641e16
0.000489779, 17.3452, 2.65336e06, 5.91588e-23, 0, 4.37803e16
0.000501187, 17.3452, 2.59296e06, 6.1379e-23, 0, 4.02976e16
0.000512861, 17.3452, 2.53394e06, 6.36824e-23, 0, 3.70919e16
0.000524807, 17.3452, 2.47626e06, 6.66774e-23, 0, 3.38314e16
0.000537032, 17.3452, 2.41989e06, 7.01142e-23, 0, 3.0725e16
0.000549541, 17.3452, 2.36481e06, 7.37575e-23, 0, 2.78928e16
0.000562341, 17.3452, 2.31098e06, 7.75901e-23, 0, 2.53217e16
0.00057544, 17.3452, 2.25837e06, 8.16218e-23, 0, 2.29875e16
0.000588844, 17.3452, 2.20697e06, 8.6388e-23, 0, 2.07417e16
0.00060256, 17.3452, 2.15673e06, 9.16936e-23, 0, 1.86621e16
0.000616595, 17.3452, 2.10764e06, 9.73507e-23, 0, 1.67865e16
0.000630957, 17.3452, 2.05966e06, 1.03357e-22, 0, 1.50994e16
0.000645654, 17.3452, 2.01278e06, 1.09733e-22, 0, 1.35819e16
0.000660693, 17.3452, 1.96696e06, 1.15443e-22, 0, 1.2329e16
0.000676083, 17.3452, 1.92219e06, 1.20932e-22, 0, 1.12397e16
0.000691831, 17.3452, 1.87843e06, 1.26632e-22, 0, 1.02508e16
0.000707946, 17.3452, 1.83568e06, 1.326e-22, 0, 9.34881e15
0.000724436, 17.3452, 1.79389e06, 1.38849e-22, 0, 8.52622e15
0.00074131, 17.3452, 1.75306e06, 1.42341e-22, 0, 7.94269e15
0.000758578, 17.3452, 1.71315e06, 1.44459e-22, 0, 7.47403e15
0.000776247, 17.3452, 1.67416e06, 1.46468e-22, 0, 7.03971e15
0.000794328, 17.3452, 1.63605e06, 1.48506e-22, 0, 6.63063e15
0.000812831, 17.3452, 1.59881e06, 1.50572e-22, 0, 6.24532e15
0.000831764, 17.3452, 1.56241e06, 1.51294e-22, 0, 5.93578e15
0.000851138, 17.3452, 1.52685e06, 1.51356e-22, 0, 5.66629e15
0.000870964, 17.3452, 1.49209e06, 1.51356e-22, 0, 5.41126e15
0.000891251, 17.3452, 1.45813e06, 1.51356e-22, 0, 5.16772e15
0.000912011, 17.3452, 1.42494e06, 1.51356e-22, 0, 4.93513e15
0.000933254, 17.3452, 1.3925e06, 1.50902e-22, 0, 4.72719e15
0.000954993, 17.3452, 1.3608e06, 1.5023e-22, 0, 4.53464e15
0.000977237, 17.3452, 1.32983e06, 1.49539e-22, 0, 4.35054e15
0.001, 17.3452, 1.29956e06, 1.48852e-22, 0, 4.17391e15
0.00102329, 17.3452, 1.26998e06, 1.48168e-22, 0, 4.00445e15
0.00104713, 17.3452, 1.24107e06, 1.47488e-22, 0, 3.84187e15
0.00107152, 17.3452, 1.21282e06, 1.4681e-22, 0, 3.6859e15
0.00109648, 17.3452, 1.18521e06, 1.46135e-22, 0, 3.53625e15
0.00112202, 17.3452, 1.15823e06, 1.45464e-22, 0, 3.39268e15
0.00114815, 17.3452, 1.13187e06, 1.44796e-22, 0, 3.25494e15
0.0011749, 17.3452, 1.1061e06, 1.44564e-22, 0, 3.11343e15
0.00120226, 17.3452, 1.08093e06, 1.44544e-22, 0, 2.97371e15
0.00123027, 17.3452, 1.05632e06, 1.44544e-22, 0, 2.83987e15
0.00125893, 17.3452, 1.03228e06, 1.44544e-22, 0, 2.71206e15
0.00128825, 17.3452, 1.00878e06, 1.44544e-22, 0, 2.58999e15
0.00131826, 17.3452, 985816, 1.44979e-22, 0, 2.466e15
0.00134896, 17.3452, 963376, 1.45628e-22, 0, 2.34451e15
0.00138038, 17.3452, 941447, 1.46301e-22, 0, 2.2287e15
0.00141254, 17.3452, 920017, 1.46976e-22, 0, 2.11862e15
0.00144544, 17.3452, 899075, 1.47654e-22, 0, 2.01397e15
0.00147911, 17.3452, 878609, 1.48783e-22, 0, 1.90873e15
0.00151356, 17.3452, 858610, 1.50139e-22, 7.99334e-31, 1.80637e15
0.00154882, 17.3452, 839065, 1.51528e-22, 1.25807e-30, 1.70925e15
0.00158489, 17.3452, 819966, 1.52931e-22, 1.5226e-30, 1.61736e15
0.00162181, 17.3452, 801301, 1.54346e-22, 1.83476e-30, 1.53041e15
0.00165959, 17.3452, 783061, 1.58144e-22, 2.20156e-30, 1.42643e15
0.00169824, 17.3452, 765237, 1.63215e-22, 2.63077e-30, 1.3199e15
0.0017378, 17.3452, 747818, 1.68562e-22, 3.13094e-30, 1.22051e15
0.00177828, 17.3452, 730795, 1.74085e-22, 3.71149e-30, 1.12861e15
0.0018197, 17.3452, 714161, 1.79788e-22, 4.38268e-30, 1.04362e15
0.00186209, 17.3452, 697904, 1.87377e-22, 5.15573e-30, 9.5629e14
0.00190546, 17.3452, 682018, 1.96129e-22, 6.04277e-30, 8.72496e14
0.00194984, 17.3452, 666493, 2.05372e-22, 7.05688e-30, 7.95727e14
0.00199526, 17.3452, 651322, 2.15051e-22, 8.21215e-30, 7.25713e14
0.00204174, 17.3452, 636496, 2.25186e-22, 9.52365e-30, 6.61859e14
0.0020893, 17.3452, 622008, 2.3225e-22, 1.10074e-29, 6.12848e14
0.00213796, 17.3452, 607849, 2.3782e-22, 1.26805e-29, 5.71558e14
0.00218776, 17.3452, 594013, 2.4336e-22, 1.4561e-29, 5.33411e14
0.00223872, 17.3452, 580491, 2.49028e-22, 1.66679e-29, 4.97809e14
0.00229087, 17.3452, 567278, 2.54829e-22, 1.9021e-29, 4.64584e14
0.00234423, 17.3452, 554365, 2.56863e-22, 2.16412e-29, 4.40162e14
0.00239883, 17.3452, 541746, 2.5704e-22, 2.45501e-29, 4.20064e14
0.00245471, 17.3452, 529415, 2.5704e-22, 2.77703e-29, 4.0116e14
0.00251189, 17.3452, 517364, 2.5704e-22, 3.13248e-29, 3.83107e14
0.0025704, 17.3452, 505587, 2.5704e-22, 3.52377e-29, 3.65866e14
0.00263027, 17.3452, 494772, 2.57741e-22, 3.92524e-29, 3.4845e14
0.00269153, 17.3452, 483759, 2.58869e-22, 4.38287e-29, 3.31319e14
0.00275423, 17.3452, 472747, 2.60064e-22, 4.89281e-29, 3.14955e14
0.00281838, 17.3452, 461986, 2.61264e-22, 5.44842e-29, 2.994e14
0.00288403, 17.3452, 451470, 2.6247e-22, 6.0523e-29, 2.84612e14
0.00295121, 17.3452, 441193, 2.6585e-22, 6.70705e-29, 2.68348e14
0.00301995, 17.3452, 431150, 2.70601e-22, 7.41528e-29, 2.51773e14
0.0030903, 17.3452, 421336, 2.75632e-22, 8.17959e-29, 2.36054e14
0.00316228, 17.3452, 411745, 2.80756e-22, 9.00256e-29, 2.21316e14
0.00323594, 17.3452, 402373, 2.85976e-22, 9.88674e-29, 2.07499e14
0.00331131, 17.3452, 393258, 2.96869e-22, 1.08399e-28, 1.90889e14
0.00338844, 17.3452, 384376, 3.11666e-22, 1.18638e-28, 1.73643e14
0.00346737, 17.3452, 375699, 3.27723e-22, 1.29588e-28, 1.57703e14
0.00354813, 17.3452, 367217, 3.44607e-22, 1.41273e-28, 1.43227e14
0.00363078, 17.3452, 358927, 3.62361e-22, 1.53716e-28, 1.30079e14
0.00371535, 17.3452, 350786, 3.90233e-22, 1.66859e-28, 1.15352e14
0.00380189, 17.3452, 342806, 4.26827e-22, 1.80733e-28, 1.00715e14
0.00389045, 17.3452, 335002, 4.68006e-22, 1.95396e-28, 8.7719e13
0.00398107, 17.3452, 327377, 5.13159e-22, 2.10873e-28, 7.63997e13
0.0040738, 17.3452, 319925, 5.62667e-22, 2.27182e-28, 6.65411e13
0.00416869, 17.3452, 312642, 6.20224e-22, 2.44338e-28, 5.76489e13
0.0042658, 17.3452, 305526, 6.85985e-22, 2.62355e-28, 4.97763e13
0.00436516, 17.3452, 298571, 7.59128e-22, 2.81244e-28, 4.29557e13
0.00446684, 17.3452, 291775, 8.40069e-22, 3.01016e-28, 3.70697e13
0.00457088, 17.3452, 285133, 9.2964e-22, 3.21681e-28, 3.19902e13
0.00467735, 17.3452, 278643, 1.00727e-21, 3.43246e-28, 2.81958e13
0.0047863, 17.3452, 272300, 1.07672e-21, 3.65715e-28, 2.51899e13
0.00489779, 17.3452, 266102, 1.14843e-21, 3.89094e-28, 2.25541e13
0.00501187, 17.3452, 260045, 1.22491e-21, 4.13384e-28, 2.01941e13
0.00512861, 17.3452, 254125, 1.30648e-21, 4.38586e-28, 1.80811e13
0.00524807, 17.3452, 248367, 1.35394e-21, 4.64979e-28, 1.6662e13
0.00537032, 17.3452, 242757, 1.37695e-21, 4.92514e-28, 1.56462e13
0.00549541, 17.3452, 237277, 1.39594e-21, 5.21051e-28, 1.47387e13
0.00562341, 17.3452, 231920, 1.4152e-21, 5.5056e-28, 1.38839e13
0.0057544, 17.3452, 226684, 1.43472e-21, 5.81036e-28, 1.30786e13
0.00588844, 17.3452, 221544, 1.44398e-21, 6.1211e-28, 1.24099e13
0.0060256, 17.3452, 216504, 1.44544e-21, 6.43814e-28, 1.18394e13
0.00616595, 17.3452, 211576, 1.44544e-21, 6.7633e-28, 1.13066e13
0.00630957, 17.3452, 206760, 1.44544e-21, 7.09692e-28, 1.07977e13
0.00645654, 17.3452, 202054, 1.44544e-21, 7.43884e-28, 1.03118e13
0.00660693, 17.3452, 197454, 1.44192e-21, 7.78889e-28, 9.87172e12
0.00676083, 17.3452, 192960, 1.43579e-21, 8.14688e-28, 9.46772e12
0.00691831, 17.3452, 188567, 1.42919e-21, 8.51262e-28, 9.08336e12
0.00707946, 17.3452, 184275, 1.42262e-21, 8.88589e-28, 8.7146e12
0.00724436, 17.3452, 180080, 1.41609e-21, 9.26648e-28, 8.36081e12
0.0074131, 17.3452, 175981, 1.40958e-21, 9.65414e-28, 8.02138e12
0.00758578, 17.3452, 171975, 1.4031e-21, 1.00486e-27, 7.69573e12
0.00776247, 17.3452, 168061, 1.39666e-21, 1.04497e-27, 7.3833e12
0.00794328, 17.3452, 164235, 1.39024e-21, 1.08572e-27, 7.08356e12
0.00812831, 17.3452, 160497, 1.38385e-21, 1.12707e-27, 6.79599e12
0.00831764, 17.3452, 156859, 1.37089e-21, 1.16977e-27, 6.55151e12
0.00851138, 17.3452, 153316, 1.35315e-21, 1.21367e-27, 6.33866e12
0.00870964, 17.3452, 149855, 1.33474e-21, 1.25832e-27, 6.1369e12
0.00891251, 17.3452, 146471, 1.31658e-21, 1.3036e-27, 5.94156e12
0.00912011, 17.3452, 143165, 1.29866e-21, 1.34946e-27, 5.75244e12
0.00933254, 17.3452, 139919, 1.28385e-21, 1.39502e-27, 5.55691e12
0.00954993, 17.3452, 136737, 1.27159e-21, 1.44031e-27, 5.35799e12
0.00977237, 17.3452, 133624, 1.25994e-21, 1.48584e-27, 5.16419e12
0.01, 17.3452, 130582, 1.24838e-21, 1.53172e-27, 4.97741e12
0.0102329, 17.3452, 127610, 1.23694e-21, 1.57793e-27, 4.79738e12
0.0104713, 17.3452, 124729, 1.23402e-21, 1.6265e-27, 4.59231e12
0.0107152, 17.3452, 121932, 1.23817e-21, 1.67724e-27, 4.37091e12
0.0109648, 17.3452, 119201, 1.2438e-21, 1.72882e-27, 4.15532e12
0.0112202, 17.3452, 116532, 1.24944e-21, 1.78088e-27, 3.95037e12
0.0114815, 17.3452, 113923, 1.25511e-21, 1.83341e-27, 3.75552e12
0.011749, 17.3452, 111371, 1.26583e-21, 1.88636e-27, 3.55614e12
0.0120226, 17.3452, 108877, 1.28191e-21, 1.93971e-27, 3.35348e12
0.0123027, 17.3452, 106439, 1.29945e-21, 1.99345e-27, 3.15932e12
0.0125893, 17.3452, 104056, 1.31723e-21, 2.04754e-27, 2.9764e12
0.0128825, 17.3452, 101725, 1.33525e-21, 2.10195e-27, 2.80407e12
0.0131826, 17.3452, 99474.3, 1.3466e-21, 2.14287e-27, 2.65529e12
0.0134896, 17.3452, 97307.3, 1.34896e-21, 2.16577e-27, 2.53134e12
0.0138038, 17.3452, 95196.4, 1.34896e-21, 2.18394e-27, 2.41741e12
0.0141254, 17.3452, 93131.2, 1.34896e-21, 2.20212e-27, 2.3086e12
0.0144544, 17.3452, 91110.6, 1.34896e-21, 2.2203e-27, 2.20469e12
0.0147911, 17.3452, 89145.4, 1.34455e-21, 2.24063e-27, 2.11237e12
0.0151356, 17.3452, 87257.9, 1.3263e-21, 2.26782e-27, 2.04506e12
0.0154882, 17.3452, 85421.5, 1.30392e-21, 2.2972e-27, 1.98654e12
0.0158489, 17.3452, 83623.5, 1.28192e-21, 2.32658e-27, 1.9297e12
0.0162181, 17.3452, 81863.2, 1.26028e-21, 2.35596e-27, 1.87448e12
0.0165959, 17.3452, 80139.8, 1.23901e-21, 2.38535e-27, 1.82085e12
0.0169824, 17.3452, 78475.6, 1.2121e-21, 2.41972e-27, 1.77751e12
0.017378, 17.3452, 76857.9, 1.18258e-21, 2.45677e-27, 1.73988e12
0.0177828, 17.3452, 75274.6, 1.15341e-21, 2.49414e-27, 1.70361e12
0.018197, 17.3452, 73723.5, 1.12495e-21, 2.53153e-27, 1.66809e12
0.0186209, 17.3452, 72204.1, 1.09718e-21, 2.56892e-27, 1.63333e12
0.0190546, 17.3452, 70702.4, 1.06769e-21, 2.60314e-27, 1.6029e12
0.0194984, 17.3452, 69199.8, 1.03321e-21, 2.62947e-27, 1.58186e12
0.0199526, 17.3452, 67719.2, 9.98064e-22, 2.65336e-27, 1.56386e12
0.0204174, 17.3452, 66270.2, 9.64115e-22, 2.67726e-27, 1.54607e12
0.020893, 17.3452, 64852.1, 9.31317e-22, 2.70116e-27, 1.52849e12
0.0213796, 17.3452, 63464.2, 8.99633e-22, 2.72507e-27, 1.51111e12
0.0218776, 17.3452, 62075.4, 8.65535e-22, 2.74047e-27, 1.49995e12
0.0223872, 17.3452, 60706, 8.31471e-22, 2.75281e-27, 1.49113e12
0.0229087, 17.3452, 59366.7, 7.98744e-22, 2.76513e-27, 1.48237e12
0.0234423, 17.3452, 58056.9, 7.67304e-22, 2.77746e-27, 1.47366e12
0.0239883, 17.3452, 56776, 7.37101e-22, 2.78978e-27, 1.46501e12
0.0245471, 17.3452, 55511.3, 7.05863e-22, 2.79837e-27, 1.46099e12
0.0251189, 17.3452, 54268.3, 6.74739e-22, 2.8049e-27, 1.4596e12
0.025704, 17.3452, 53052.2, 6.44838e-22, 2.81116e-27, 1.45855e12
0.0263027, 17.3452, 51863.4, 6.16263e-22, 2.81742e-27, 1.4575e12
0.0269153, 17.3452, 50701.2, 5.88954e-22, 2.82368e-27, 1.45645e12
0.0275423, 17.3452, 49560.2, 5.62743e-22, 2.82821e-27, 1.45569e12
0.0281838, 17.3452, 48441.5, 5.37624e-22, 2.83156e-27, 1.45513e12
0.0288403, 17.3452, 47347.4, 5.13615e-22, 2.83472e-27, 1.4546e12
0.0295121, 17.3452, 46278.1, 4.90677e-22, 2.83787e-27, 1.45408e12
0.0301995, 17.3452, 45233, 4.68764e-22, 2.84103e-27, 1.45355e12
0.030903, 17.3452, 44211.4, 4.46766e-22, 2.84418e-27, 1.45649e12
0.0316228, 17.3452, 43212.9, 4.25019e-22, 2.84734e-27, 1.46212e12
0.0323594, 17.3452, 42237, 4.04188e-22, 2.85049e-27, 1.46828e12
0.0331131, 17.3452, 41283.1, 3.84377e-22, 2.85365e-27, 1.47448e12
0.0338844, 17.3452, 40350.7, 3.65537e-22, 2.8568e-27, 1.4807e12
0.0346737, 17.3452, 39449.8, 3.47821e-22, 2.86452e-27, 1.48609e12
0.0354813, 17.3452, 38577.5, 3.31125e-22, 2.87607e-27, 1.49078e12
0.0363078, 17.3452, 37726.2, 3.15262e-22, 2.8884e-27, 1.49533e12
0.0371535, 17.3452, 36893.7, 3.00159e-22, 2.90072e-27, 1.49989e12
0.0380189, 17.3452, 36079.5, 2.85779e-22, 2.91305e-27, 1.50448e12
0.0389045, 17.3452, 35296.5, 2.72747e-22, 2.9319e-27, 1.50542e12
0.0398107, 17.3452, 34547.2, 2.61135e-22, 2.95917e-27, 1.50161e12
0.040738, 17.3452, 33818, 2.50227e-22, 2.98864e-27, 1.49655e12
0.0416869, 17.3452, 33104, 2.39773e-22, 3.01811e-27, 1.49152e12
0.042658, 17.3452, 32405.1, 2.29755e-22, 3.04758e-27, 1.48651e12
0.0436516, 17.3452, 31723.3, 2.2011e-22, 3.07846e-27, 1.48183e12
0.0446684, 17.3452, 31074.6, 2.10542e-22, 3.12001e-27, 1.47946e12
0.0457088, 17.3452, 30445.4, 2.01278e-22, 3.16521e-27, 1.47792e12
0.0467735, 17.3452, 29828.9, 1.92419e-22, 3.21042e-27, 1.4764e12
0.047863, 17.3452, 29224.6, 1.83948e-22, 3.25564e-27, 1.47491e12
0.0489779, 17.3452, 28632.4, 1.75847e-22, 3.30088e-27, 1.47343e12
0.0501187, 17.3452, 28053.5, 1.69108e-22, 3.34705e-27, 1.46321e12
0.0512861, 17.3452, 27488, 1.63987e-22, 3.39448e-27, 1.441e12
0.0524807, 17.3452, 26934.2, 1.59381e-22, 3.44227e-27, 1.41593e12
0.0537032, 17.3452, 26391.4, 1.54902e-22, 3.49007e-27, 1.39131e12
0.0549541, 17.3452, 25859.4, 1.50548e-22, 3.53788e-27, 1.36713e12
0.0562341, 17.3452, 25338, 1.46316e-22, 3.58571e-27, 1.34337e12
0.057544, 17.3452, 24820.6, 1.4361e-22, 3.62883e-27, 1.30709e12
0.0588844, 17.3452, 24310, 1.41732e-22, 3.66938e-27, 1.2648e12
0.060256, 17.3452, 23809.5, 1.39973e-22, 3.70961e-27, 1.22305e12
0.0616595, 17.3452, 23319.1, 1.38236e-22, 3.74985e-27, 1.18268e12
0.0630957, 17.3452, 22838.7, 1.36521e-22, 3.7901e-27, 1.14365e12
0.0645654, 17.3452, 22376.1, 1.35441e-22, 3.83687e-27, 1.10088e12
0.0660693, 17.3452, 21942.9, 1.35985e-22, 3.90073e-27, 1.04712e12
0.0676083, 17.3452, 21524.3, 1.37037e-22, 3.96991e-27, 9.9231e11
0.0691831, 17.3452, 21113.5, 1.38097e-22, 4.03911e-27, 9.40367e11
0.0707946, 17.3452, 20710.3, 1.39166e-22, 4.10835e-27, 8.91138e11
0.0724436, 17.3452, 20314.5, 1.40245e-22, 4.17764e-27, 8.44482e11
0.074131, 17.3452, 19946.3, 1.41592e-22, 4.26603e-27, 7.98796e11
0.0758578, 17.3452, 19630.9, 1.43575e-22, 4.39941e-27, 7.52308e11
0.0776247, 17.3452, 19334.2, 1.45778e-22, 4.54665e-27, 7.07588e11
0.0794328, 17.3452, 19041.1, 1.48023e-22, 4.69437e-27, 6.65493e11
0.0812831, 17.3452, 18751.5, 1.50308e-22, 4.84251e-27, 6.25875e11
0.0831764, 17.3452, 18465.9, 1.52633e-22, 4.9909e-27, 5.886e11
0.0851138, 17.3452, 18183.8, 1.55002e-22, 5.13977e-27, 5.53518e11
0.0870964, 17.3452, 17905.2, 1.57413e-22, 5.28904e-27, 5.20504e11
0.0891251, 17.3452, 17688.4, 1.59338e-22, 5.50374e-27, 4.91073e11
0.0912011, 17.3452, 17506.2, 1.60997e-22, 5.75812e-27, 4.64143e11
0.0933254, 17.3452, 17329, 1.62643e-22, 6.01945e-27, 4.38769e11
0.0954993, 17.3452, 17152.4, 1.64317e-22, 6.28253e-27, 4.14753e11
0.0977237, 17.3452, 16976.2, 1.66023e-22, 6.54783e-27, 3.92018e11
0.1, 17.3452, 16800.9, 1.67755e-22, 6.8145e-27, 3.70509e11
0.102329, 17.3452, 16625.8, 1.69522e-22, 7.08368e-27, 3.50146e11
0.104713, 17.3452, 16451.8, 1.71315e-22, 7.35391e-27, 3.30888e11
0.107152, 17.3452, 16278, 1.73144e-22, 7.62671e-27, 3.12658e11
0.109648, 17.3452, 16105.4, 1.75e-22, 7.9006e-27, 2.9542e11
0.112202, 17.3452, 15933.2, 1.76892e-22, 8.17686e-27, 2.79106e11
0.114815, 17.3452, 15790.5, 1.72483e-22, 8.49586e-27, 2.73362e11
0.11749, 17.3452, 15666.6, 1.64424e-22, 8.84512e-27, 2.73862e11
0.120226, 17.3452, 15544.9, 1.56054e-22, 9.20386e-27, 2.75573e11
0.123027, 17.3452, 15423.4, 1.48008e-22, 9.56485e-27, 2.77487e11
0.125893, 17.3452, 15301.6, 1.40252e-22, 9.92936e-27, 2.79662e11
0.128825, 17.3452, 15179.1, 1.32749e-22, 1.02991e-26, 2.82181e11
0.131826, 17.3452, 15057, 1.25564e-22, 1.06707e-26, 2.84914e11
0.134896, 17.3452, 14934.5, 1.18652e-22, 1.10461e-26, 2.87954e11
0.138038, 17.3452, 14811.5, 1.11989e-22, 1.14266e-26, 2.9137e11
0.141254, 17.3452, 14688.9, 1.05627e-22, 1.18088e-26, 2.95031e11
0.144544, 17.3452, 14566, 9.95186e-23, 1.21954e-26, 2.99063e11
0.147911, 17.3452, 14442.8, 9.36615e-23, 1.25861e-26, 3.03482e11
0.151356, 17.3452, 14319.8, 8.80752e-23, 1.29792e-26, 3.08225e11
0.154882, 17.3452, 14196.5, 8.27226e-23, 1.33771e-26, 3.13421e11
0.158489, 17.3452, 14066, 7.73291e-23, 1.37631e-26, 3.20217e11
0.162181, 17.3452, 13929.6, 7.19785e-23, 1.41402e-26, 3.28566e11
0.165959, 17.3452, 13792.2, 6.68703e-23, 1.4518e-26, 3.3778e11
0.169824, 17.3452, 13655.4, 6.20592e-23, 1.4898e-26, 3.47622e11
0.17378, 17.3452, 13518.6, 5.75127e-23, 1.52819e-26, 3.58261e11
0.177828, 17.3452, 13382.6, 5.3248e-23, 1.56672e-26, 3.69585e11
0.18197, 17.3452, 13246.7, 4.923e-23, 1.60563e-26, 3.81811e11
0.186209, 17.3452, 13111.5, 4.5464e-23, 1.64475e-26, 3.94889e11
0.190546, 17.3452, 12976.5, 4.19296e-23, 1.68418e-26, 4.08973e11
0.194984, 17.3452, 12842.1, 3.86208e-23, 1.72388e-26, 4.24104e11
0.199526, 17.3452, 12708.2, 3.55274e-23, 1.76385e-26, 4.40369e11
0.204174, 17.3452, 12555.8, 3.22512e-23, 1.79928e-26, 4.63384e11
0.20893, 17.3452, 12367.2, 2.85304e-23, 1.825e-26, 5.00406e11
0.213796, 17.3452, 12170.2, 2.49956e-23, 1.84784e-26, 5.45681e11
0.218776, 17.3452, 11976, 2.18529e-23, 1.87073e-26, 5.96339e11
0.223872, 17.3452, 11784.3, 1.90628e-23, 1.89369e-26, 6.53195e11
0.229087, 17.3452, 11595.4, 1.65955e-23, 1.91667e-26, 7.16976e11
0.234423, 17.3452, 11409.2, 1.44168e-23, 1.9397e-26, 7.88732e11
0.239883, 17.3452, 11216, 1.24056e-23, 1.95993e-26, 8.7609e11
0.245471, 17.3452, 10993, 1.03748e-23, 1.96994e-26, 1.00159e12
0.251189, 17.3452, 10763.9, 8.56531e-24, 1.97663e-26, 1.16028e12
0.25704, 17.3452, 10539.4, 7.04819e-24, 1.98332e-26, 1.34897e12
0.263027, 17.3452, 10319.6, 5.78069e-24, 1.99002e-26, 1.57413e12
0.269153, 17.3452, 10104.4, 4.72542e-24, 1.99671e-26, 1.84387e12
0.275423, 17.3452, 9882.72, 3.81058e-24, 1.9996e-26, 2.1911e12
0.281838, 17.3452, 9658.9, 3.03865e-24, 2e-26, 2.63561e12
0.288403, 17.3452, 9439.03, 2.41061e-24, 2e-26, 3.19043e12
0.295121, 17.3452, 9224.18, 1.90515e-24, 2e-26, 3.88239e12
0.301995, 17.3452, 9014.21, 1.50018e-24, 2e-26, 4.75077e12
0.30903, 17.3452, 8809.02, 1.17718e-24, 2e-26, 5.8481e12
0.316228, 17.3452, 8608.5, 9.20733e-25, 2e-26, 7.24554e12
0.323594, 17.3452, 8412.55, 7.18072e-25, 2e-26, 9.04104e12
0.331131, 17.3452, 8221.06, 5.58661e-25, 2e-26, 1.13721e13
0.338844, 17.3452, 8033.92, 4.33857e-25, 2e-26, 1.44365e13
0.346737, 17.3452, 7851.05, 3.3661e-25, 2e-26, 1.8527e13
0.354813, 17.3452, 7672.33, 2.61193e-25, 2e-26, 2.40943e13
0.363078, 17.3452, 7497.69, 2.02982e-25, 2e-26, 3.18667e13
0.371535, 17.3452, 7327.02, 1.58264e-25, 2e-26, 4.30981e13
0.380189, 17.3452, 7160.24, 1.24071e-25, 2e-26, 6.01452e13
0.389045, 17.3452, 6997.25, 9.80448e-26, 2e-26, 8.80175e13
0.398107, 17.3452, 6837.98, 7.83223e-26, 2e-26, 1.39582e14
0.40738, 17.3452, 6682.32, 6.34392e-26, 2e-26, 2.60973e14
0.416869, 17.3452, 6530.22, 5.22515e-26, 2e-26, 8.36334e14
0.42658, 17.3452, 6381.57, 4.38701e-26, 2e-26, -1.13261e15
0.436516, 17.3452, 6236.31, 3.76081e-26, 2e-26, -3.97188e14
0.446684, 17.3452, 6094.35, 3.29382e-26, 2e-26, -2.63079e14
0.457088, 17.3452, 5955.63, 2.94575e-26, 2e-26, -2.07984e14
